YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Geo_Code,Claim,Building_Age
2012,1.0,0,0,0,1.0,1,985.0,3,,83137,0,32.0
2012,1.0,1,0,1,0.0,0,1800.0,3,5.0,83137,0,112.0
2013,1.0,1,0,1,0.0,0,1800.0,3,5.0,83137,0,113.0
2013,0.465753425,1,1,0,1.0,1,700.0,3,,83137,1,53.0
2015,1.0,0,1,0,1.0,1,700.0,3,,83137,0,35.0
2013,1.0,0,0,0,1.0,1,900.0,2,,83137,0,33.0
2012,1.0,0,0,1,0.0,0,200.0,3,3.0,83137,0,102.0
2014,1.0,0,0,0,1.0,1,5320.0,3,,83137,0,26.0
2015,1.0,1,1,0,1.0,1,2175.0,3,,83137,1,55.0
2014,1.0,0,0,0,1.0,1,809.0,3,,83137,0,34.0
2012,1.0,1,0,0,1.0,1,300.0,3,,83137,0,52.0
2016,0.99726776,1,1,0,1.0,1,1452.0,3,,83137,0,56.0
2013,1.0,0,1,0,1.0,1,1876.0,3,,83137,0,33.0
2016,0.99726776,0,1,0,1.0,1,1876.0,3,,83137,0,36.0
2013,1.0,0,1,0,1.0,1,420.0,3,,83137,0,33.0
2013,0.747945205,1,0,0,1.0,1,9000.0,3,,83137,0,33.0
2013,0.915068493,0,0,1,0.0,0,1000.0,3,5.0,83137,0,53.0
2014,0.052054795,0,1,0,1.0,1,400.0,3,,83137,1,34.0
2012,1.0,1,0,0,1.0,1,1430.0,2,,83137,0,32.0
2015,1.0,1,0,0,1.0,1,1430.0,2,,83137,0,35.0
2015,1.0,0,0,1,0.0,0,3850.0,2,4.0,83144,1,34.0
2012,1.0,0,0,1,0.0,0,200.0,2,2.0,83144,0,52.0
2015,1.0,0,0,1,0.0,0,140.0,2,4.0,83144,0,205.0
2015,1.0,0,0,1,0.0,0,4772.0,2,3.0,83152,0,27.0
2013,1.0,0,1,0,1.0,1,300.0,2,,83152,0,33.0
2015,1.0,0,1,0,1.0,1,210.0,2,,83153,0,35.0
2014,1.0,0,0,0,1.0,1,3240.0,2,,83900,1,26.0
2016,0.99726776,0,1,0,1.0,1,1050.0,2,,83923,0,36.0
2014,1.0,1,0,0,1.0,1,3050.0,2,,83933,0,34.0
2012,1.0,0,1,0,1.0,1,2170.0,1,,84007,0,32.0
2016,0.994535519,0,1,0,1.0,1,2170.0,1,,84007,0,36.0
2012,1.0,0,1,0,1.0,1,2200.0,1,,84007,0,52.0
2014,1.0,0,1,0,1.0,1,2200.0,1,,84007,1,54.0
2015,1.0,0,1,0,1.0,1,2200.0,1,,84007,0,55.0
2013,1.0,1,1,0,1.0,1,5855.0,1,,84007,1,25.0
2012,1.0,1,1,0,1.0,1,2504.0,1,,84007,0,24.0
2012,0.49726776,1,1,0,1.0,1,696.0,1,,84007,0,52.0
2012,1.0,1,0,1,0.0,0,3600.0,1,4.0,84007,1,42.0
2012,0.603825137,1,0,1,0.0,0,4096.0,1,6.0,84007,0,62.0
2012,0.333333333,1,0,1,0.0,0,1061.0,1,4.0,84007,0,52.0
2015,1.0,1,0,1,0.0,0,1061.0,1,4.0,84007,0,55.0
2016,0.994535519,1,0,1,0.0,0,1061.0,1,4.0,84007,0,56.0
2013,1.0,1,0,1,0.0,0,1450.0,1,3.0,84007,0,1.0
2014,1.0,0,1,0,1.0,1,1650.0,1,,84007,0,34.0
2013,0.438356164,0,1,0,1.0,1,300.0,1,,84007,0,53.0
2013,1.0,0,1,0,1.0,1,5300.0,1,,84007,0,33.0
2014,1.0,0,0,1,0.0,0,700.0,1,4.0,84007,0,3.0
2016,1.0,0,0,1,0.0,0,700.0,1,4.0,84007,0,5.0
2012,1.0,1,1,0,1.0,1,2968.0,1,,84007,1,24.0
2013,0.8,0,1,0,1.0,1,325.0,1,,84007,1,33.0
2013,1.0,0,0,0,1.0,1,120.0,1,,84007,0,53.0
2012,1.0,0,0,1,0.0,0,450.0,1,5.0,84007,0,112.0
2012,1.0,0,0,1,0.0,0,408.0,1,3.0,84031,0,11.0
2015,1.0,0,0,1,0.0,0,710.0,1,4.0,84054,0,3.0
2016,0.792349727,0,0,1,0.0,0,710.0,1,4.0,84054,0,4.0
2014,1.0,0,0,1,0.0,0,10900.0,1,5.0,84087,1,64.0
2014,0.328767123,0,0,1,0.0,0,360.0,1,3.0,84089,0,7.0
2013,1.0,0,0,1,0.0,0,1850.0,1,3.0,84089,0,4.0
2013,1.0,0,0,1,0.0,0,2952.0,1,3.0,84089,0,3.0
2012,1.0,0,0,1,0.0,0,450.0,1,1.0,84129,0,52.0
2014,1.0,0,0,1,0.0,0,3000.0,1,4.0,84129,1,49.0
2015,1.0,0,0,1,0.0,0,625.0,1,3.0,84129,1,46.0
2014,1.0,0,0,0,1.0,1,3085.0,1,,84129,0,34.0
2012,1.0,0,0,0,1.0,1,1900.0,1,,84129,0,32.0
2016,0.994535519,0,0,0,1.0,1,2432.0,1,,84129,0,28.0
2012,1.0,0,1,0,1.0,1,1614.0,1,,84137,0,24.0
2014,1.0,0,1,0,1.0,1,1614.0,1,,84137,1,26.0
2012,1.0,0,1,0,1.0,1,1196.0,1,,84137,0,32.0
2014,0.252054795,0,0,1,0.0,0,2280.0,1,4.0,84137,0,29.0
2012,1.0,0,0,0,1.0,1,460.0,1,,85060,0,32.0
2012,0.081967213,0,1,0,1.0,1,4337.0,1,,85060,1,32.0
2013,1.0,0,0,0,1.0,1,300.0,1,,85194,0,33.0
2013,1.0,0,1,0,1.0,1,336.0,1,,85194,0,53.0
2014,1.0,0,1,0,1.0,1,336.0,1,,85194,0,54.0
2012,1.0,0,1,0,1.0,1,600.0,1,,86041,0,24.0
2013,1.0,0,1,0,1.0,1,750.0,1,,86041,0,53.0
2015,0.997260274,0,0,1,0.0,0,1556.0,1,4.0,86041,0,21.0
2013,1.0,0,0,1,0.0,0,1902.0,1,4.0,86041,1,17.0
2014,1.0,0,0,1,0.0,0,1902.0,1,4.0,86041,0,18.0
2016,0.994535519,0,0,1,0.0,0,1902.0,1,4.0,86041,0,20.0
2015,1.0,0,0,0,1.0,1,700.0,1,,86041,0,35.0
2012,1.0,0,0,0,1.0,1,600.0,1,,86041,0,24.0
2016,0.99726776,0,0,0,1.0,1,600.0,1,,86041,0,28.0
2014,1.0,0,0,0,1.0,1,1800.0,1,,86062,1,26.0
2012,0.743169399,0,0,1,0.0,0,3050.0,1,,86066,0,0.0
2016,0.99726776,0,0,1,0.0,0,4430.0,1,5.0,86137,0,41.0
2013,1.0,0,0,1,0.0,0,250.0,1,2.0,86194,0,18.0
2013,1.0,0,0,1,0.0,0,638.0,1,2.0,86194,0,5.0
2014,1.0,0,0,1,0.0,0,3950.0,1,4.0,86194,0,20.0
2015,1.0,0,0,1,0.0,0,1100.0,1,4.0,86194,1,25.0
2014,1.0,0,0,1,0.0,0,910.0,1,4.0,86194,0,5.0
2016,0.994535519,0,0,1,0.0,0,1181.0,1,5.0,86194,1,26.0
2013,1.0,0,0,1,0.0,0,620.0,1,4.0,86194,1,93.0
2014,1.0,0,0,1,0.0,0,4780.0,1,4.0,86194,0,18.0
2016,0.494535519,0,0,1,0.0,0,11300.0,1,4.0,86194,1,7.0
2013,0.857534247,0,0,1,0.0,0,2250.0,1,4.0,86194,0,63.0
2012,1.0,0,0,1,0.0,0,750.0,1,4.0,86194,1,112.0
2013,1.0,0,0,1,0.0,0,750.0,1,4.0,86194,1,113.0
2012,1.0,0,0,1,0.0,0,1200.0,1,3.0,86194,0,17.0
2012,0.75136612,0,0,1,0.0,0,3850.0,1,5.0,86194,0,49.0
2015,0.104109589,0,0,1,0.0,0,1650.0,1,4.0,86194,0,33.0
2016,0.50273224,1,0,1,0.0,0,11300.0,1,2.0,86194,1,13.0
2012,1.0,0,0,0,1.0,1,400.0,1,,86194,0,
2013,0.665753425,0,0,0,1.0,1,400.0,1,,86194,0,
2012,1.0,0,0,0,1.0,1,13777.0,1,,86194,1,32.0
2014,1.0,0,1,0,1.0,1,2240.0,1,,86194,0,34.0
2013,0.580821918,0,0,0,1.0,1,518.0,1,,86194,0,25.0
2015,1.0,0,0,0,1.0,1,165.0,1,,86194,0,55.0
2012,1.0,0,0,0,1.0,1,630.0,1,,86194,0,24.0
2015,1.0,0,0,0,1.0,1,240.0,1,,86194,0,55.0
2012,1.0,0,0,0,1.0,1,350.0,1,,86194,0,32.0
2013,1.0,0,0,0,1.0,1,370.0,1,,86194,0,33.0
2013,1.0,0,0,0,1.0,1,1300.0,1,,86194,0,33.0
2013,1.0,0,0,0,1.0,1,582.0,1,,86194,0,33.0
2014,0.81369863,0,0,0,1.0,1,582.0,1,,86194,0,34.0
2012,1.0,0,0,0,1.0,1,1945.0,1,,86194,0,24.0
2013,1.0,0,0,0,1.0,1,1200.0,1,,86194,0,25.0
2014,0.747945205,0,0,0,1.0,1,423.0,1,,86194,0,34.0
2013,1.0,0,0,0,1.0,1,700.0,1,,86194,0,33.0
2014,0.794520548,0,0,0,1.0,1,700.0,1,,86194,1,34.0
2012,1.0,0,0,1,0.0,0,650.0,1,3.0,86194,1,92.0
2016,0.99726776,0,0,1,0.0,0,650.0,1,3.0,86194,0,96.0
2012,1.0,0,0,0,1.0,1,510.0,1,,86194,0,32.0
2014,1.0,0,0,0,1.0,1,510.0,1,,86194,1,34.0
2012,1.0,0,1,0,1.0,1,1400.0,1,,87085,0,52.0
2012,1.0,0,0,1,0.0,0,350.0,1,3.0,87085,0,82.0
2014,1.0,0,0,1,0.0,0,350.0,1,3.0,87085,0,84.0
2012,1.0,0,1,0,1.0,1,310.0,1,,87085,1,52.0
2015,1.0,0,0,1,0.0,0,1210.0,1,5.0,87085,0,65.0
2013,1.0,0,0,1,0.0,0,2150.0,1,2.0,87085,0,12.0
2014,1.0,0,0,1,0.0,0,2612.0,1,4.0,87085,0,12.0
2013,1.0,0,0,1,0.0,0,624.0,1,4.0,87085,0,63.0
2012,1.0,0,0,1,0.0,0,488.0,1,5.0,87085,0,112.0
2013,0.580821918,0,0,1,0.0,0,488.0,1,5.0,87085,0,113.0
2012,0.0,0,0,0,1.0,1,1740.0,1,,87085,0,
2012,1.0,0,0,0,1.0,1,5250.0,1,,87085,1,32.0
2013,1.0,0,0,0,1.0,1,366.0,1,,87085,0,53.0
2012,1.0,0,1,0,1.0,1,500.0,1,,87085,0,32.0
2013,1.0,0,1,0,1.0,1,500.0,1,,87085,0,33.0
2013,1.0,0,0,0,1.0,1,1500.0,1,,87085,0,33.0
2016,0.99726776,0,0,0,1.0,1,1500.0,1,,87085,0,36.0
2016,1.0,0,0,0,1.0,1,1702.0,1,,87085,0,36.0
2013,1.0,0,0,0,1.0,1,2140.0,1,,87085,0,33.0
2012,1.0,0,0,0,1.0,1,1405.0,1,,87085,0,32.0
2014,0.169863014,0,0,0,1.0,1,1405.0,1,,87085,0,34.0
2014,1.0,0,1,0,1.0,1,1112.0,1,,87085,0,34.0
2016,0.994535519,0,0,1,0.0,0,1380.0,1,8.0,87085,0,61.0
2014,1.0,0,0,0,1.0,1,3107.0,1,,87085,0,34.0
2012,1.0,0,1,0,1.0,1,3120.0,1,,87085,1,32.0
2014,1.0,0,0,0,1.0,1,1501.0,1,,87085,0,34.0
2015,0.0,0,0,0,1.0,1,707.0,1,,87106,0,
2016,0.99726776,0,1,0,1.0,1,650.0,1,,88075,0,56.0
2012,1.0,0,0,1,0.0,0,650.0,1,2.0,88075,0,62.0
2014,1.0,0,0,1,0.0,0,1075.0,1,3.0,88075,1,26.0
2014,1.0,0,0,0,1.0,1,2406.0,1,,88075,0,26.0
2013,1.0,0,1,0,1.0,1,2020.0,1,,88075,0,25.0
2014,1.0,0,1,0,1.0,1,2020.0,1,,88075,0,26.0
2014,1.0,0,0,0,1.0,1,2880.0,1,,88158,0,34.0
2015,0.052054795,0,0,0,1.0,1,2880.0,1,,88158,0,35.0
2014,1.0,0,1,0,1.0,1,1300.0,1,,88160,0,54.0
2014,1.0,0,0,0,1.0,1,539.0,1,,88160,1,54.0
2012,1.0,0,1,0,1.0,1,600.0,1,,88160,0,52.0
2013,1.0,0,1,0,1.0,1,600.0,1,,88160,0,53.0
2013,1.0,0,0,0,1.0,1,450.0,1,,88196,0,53.0
2012,1.0,0,0,0,1.0,1,1050.0,1,,88196,0,52.0
2015,0.832876712,0,0,1,0.0,0,540.0,1,4.0,88196,0,17.0
2015,1.0,0,0,0,1.0,1,2880.0,1,,88196,0,35.0
2016,1.0,0,0,0,1.0,1,2880.0,1,,88196,0,36.0
2012,1.0,0,1,0,1.0,1,450.0,1,,88196,0,52.0
2014,1.0,0,0,0,1.0,1,600.0,1,,88196,0,54.0
2012,0.084699454,0,1,0,1.0,1,560.0,1,,88196,0,52.0
2013,1.0,0,0,0,1.0,1,1500.0,1,,88351,0,53.0
2015,0.989041096,0,0,0,1.0,1,530.0,1,,88383,0,35.0
2016,0.967213115,0,0,0,1.0,1,530.0,1,,88383,0,36.0
2016,0.99726776,0,0,1,0.0,0,900.0,1,3.0,88383,0,86.0
2012,1.0,0,0,0,1.0,1,450.0,1,,88383,0,24.0
2012,1.0,0,0,0,1.0,1,2075.0,1,,88383,0,52.0
2012,1.0,0,0,0,1.0,1,2250.0,1,,88383,0,24.0
2014,1.0,0,0,0,1.0,1,2250.0,1,,88383,0,26.0
2014,1.0,0,0,1,0.0,0,880.0,1,3.0,88383,0,114.0
2012,1.0,1,1,0,1.0,1,400.0,1,,88383,0,52.0
2013,0.052054795,1,1,0,1.0,1,400.0,1,,88383,0,53.0
2012,1.0,0,0,1,0.0,0,820.0,1,4.0,88408,0,52.0
2014,1.0,0,0,0,1.0,1,1200.0,1,,88413,0,34.0
2016,0.99726776,0,1,0,1.0,1,878.0,1,,88413,0,28.0
2016,1.0,0,0,1,0.0,0,1900.0,1,4.0,88465,0,9.0
2013,0.495890411,1,1,0,1.0,1,450.0,1,,88492,0,53.0
2014,0.989041096,0,0,1,0.0,0,2233.0,1,5.0,88516,0,47.0
2012,1.0,0,0,0,1.0,1,3000.0,1,,88531,0,32.0
2012,1.0,1,0,1,0.0,0,206.0,1,2.0,89024,0,112.0
2016,0.99726776,1,1,0,1.0,1,380.0,1,,89069,0,
2014,1.0,0,0,1,0.0,0,7023.0,1,3.0,89291,0,234.0
2012,0.702185792,1,1,0,1.0,1,4601.0,1,,89387,0,24.0
2015,1.0,0,0,1,0.0,0,2394.0,1,4.0,89387,0,4.0
2014,1.0,0,1,0,1.0,1,360.0,2,,90008,0,54.0
2015,1.0,0,1,0,1.0,1,360.0,2,,90008,0,55.0
2014,1.0,0,0,0,1.0,1,690.0,2,,90010,0,34.0
2013,0.161643836,0,1,0,1.0,1,730.0,2,,90010,0,53.0
2013,1.0,0,1,0,1.0,1,800.0,2,,90010,0,53.0
2015,1.0,0,1,0,1.0,1,800.0,2,,90010,0,55.0
2012,1.0,0,1,0,1.0,1,1020.0,2,,90010,1,52.0
2014,1.0,0,0,1,0.0,0,8436.0,2,4.0,90010,0,24.0
2015,1.0,0,0,1,0.0,0,8436.0,2,4.0,90010,1,25.0
2013,1.0,0,0,0,1.0,1,1303.0,2,,90010,0,53.0
2013,1.0,0,0,0,1.0,1,650.0,2,,90010,0,53.0
2012,1.0,0,0,0,1.0,1,895.0,2,,90010,0,24.0
2015,0.997260274,0,0,0,1.0,1,895.0,2,,90010,1,27.0
2012,1.0,0,0,1,0.0,0,1600.0,2,5.0,90010,0,58.0
2012,1.0,0,1,0,1.0,1,882.0,2,,90010,0,52.0
2013,0.901369863,0,1,0,1.0,1,700.0,2,,90032,0,53.0
2012,1.0,0,0,0,1.0,1,850.0,2,,90039,0,32.0
2014,1.0,0,0,0,1.0,1,850.0,2,,90039,0,34.0
2016,1.0,0,0,1,0.0,0,690.0,2,3.0,90041,0,16.0
2016,0.99726776,0,0,1,0.0,0,2770.0,2,3.0,90075,0,6.0
2013,0.915068493,0,0,0,1.0,1,478.0,2,,90075,0,53.0
2016,1.0,0,0,1,0.0,0,1460.0,2,5.0,90089,0,5.0
2014,1.0,0,1,0,1.0,1,792.0,2,,90093,0,34.0
2013,1.0,0,0,1,0.0,0,723.0,2,2.0,90104,0,63.0
2012,0.0,0,0,0,1.0,1,900.0,1,,91016,0,
2013,0.0,0,0,0,1.0,1,900.0,1,,91016,1,
2016,0.0,0,0,0,1.0,1,1000.0,1,,91016,0,
2012,1.0,1,0,1,0.0,0,250.0,1,2.0,91027,0,62.0
2013,1.0,1,0,1,0.0,0,612.0,1,4.0,91027,0,93.0
2012,1.0,1,0,1,0.0,0,3887.0,1,3.0,91044,0,1.0
2013,0.808219178,1,1,0,1.0,1,250.0,1,,91045,0,53.0
2016,0.99726776,0,1,0,1.0,1,1330.0,1,,91064,0,28.0
2015,1.0,1,1,0,1.0,1,320.0,1,,91064,0,
2016,0.663934426,1,0,1,0.0,0,3450.0,1,2.0,91097,0,34.0
2012,1.0,1,1,0,1.0,1,4350.0,1,,91161,0,32.0
2015,0.747945205,1,0,1,0.0,0,300.0,1,3.0,91161,0,45.0
2013,1.0,1,0,1,0.0,0,4536.0,1,5.0,91161,0,53.0
2012,1.0,1,0,1,0.0,0,1024.0,1,6.0,91161,0,1.0
2014,1.0,1,0,1,0.0,0,1024.0,1,6.0,91161,0,3.0
2012,1.0,0,1,0,1.0,1,250.0,1,,91174,0,24.0
2013,1.0,0,1,0,1.0,1,250.0,1,,91174,0,25.0
2012,1.0,0,1,0,1.0,1,634.0,1,,91174,0,52.0
2015,1.0,0,1,0,1.0,1,634.0,1,,91174,0,55.0
2012,1.0,0,1,0,1.0,1,160.0,1,,91174,0,32.0
2012,1.0,1,1,0,1.0,1,651.0,1,,91174,0,52.0
2015,1.0,1,1,0,1.0,1,651.0,1,,91174,0,55.0
2015,0.693150685,0,1,0,1.0,1,81.0,1,,91174,0,35.0
2014,1.0,0,0,1,0.0,0,250.0,1,3.0,91174,0,34.0
2015,1.0,0,0,1,0.0,0,250.0,1,3.0,91174,1,35.0
2013,0.0,0,0,1,0.0,0,2750.0,1,4.0,91174,0,32.0
2013,1.0,0,0,1,0.0,0,200.0,1,2.0,91174,0,83.0
2014,1.0,0,0,1,0.0,0,3349.0,1,4.0,91174,0,2.0
2015,1.0,0,0,1,0.0,0,3349.0,1,4.0,91174,1,3.0
2016,0.469945355,0,0,1,0.0,0,3349.0,1,4.0,91174,0,4.0
2013,1.0,0,0,0,1.0,1,494.0,1,,91174,0,53.0
2013,1.0,0,0,0,1.0,1,447.0,1,,91174,0,33.0
2014,1.0,0,1,0,1.0,1,561.0,1,,91174,0,54.0
2016,0.99726776,0,0,1,0.0,0,872.0,1,3.0,91174,0,76.0
2014,1.0,0,0,0,1.0,1,380.0,1,,91174,0,54.0
2014,1.0,0,0,0,1.0,1,1190.0,1,,91174,1,54.0
2012,1.0,0,1,0,1.0,1,629.0,1,,91174,1,52.0
2014,1.0,0,1,0,1.0,1,629.0,1,,91174,1,54.0
2012,1.0,0,0,0,1.0,1,330.0,1,,91174,0,52.0
2014,1.0,0,0,0,1.0,1,330.0,1,,91174,0,54.0
2015,1.0,0,0,0,1.0,1,561.0,1,,91174,0,55.0
2012,1.0,0,0,0,1.0,1,400.0,1,,91174,0,52.0
2014,1.0,0,0,0,1.0,1,3100.0,1,,91174,0,26.0
2012,1.0,0,0,0,1.0,1,1550.0,1,,91174,0,52.0
2012,1.0,0,0,0,1.0,1,1300.0,1,,91174,1,52.0
2013,0.0,0,1,0,1.0,1,320.0,1,,91174,0,53.0
2014,1.0,0,0,0,1.0,1,650.0,1,,91174,0,54.0
2012,1.0,0,0,0,1.0,1,800.0,1,,91174,0,52.0
2016,1.0,0,0,0,1.0,1,800.0,1,,91174,0,56.0
2015,1.0,0,0,0,1.0,1,462.0,1,,91174,0,55.0
2012,1.0,0,0,1,0.0,0,300.0,1,3.0,91174,0,52.0
2013,1.0,0,0,0,1.0,1,700.0,1,,91174,0,53.0
2015,1.0,0,0,1,0.0,0,500.0,1,4.0,91174,0,95.0
2014,1.0,0,0,0,1.0,1,1400.0,1,,91174,0,54.0
2016,0.99726776,0,0,0,1.0,1,1400.0,1,,91174,0,56.0
2016,0.99726776,0,0,0,1.0,1,528.0,1,,91174,0,56.0
2013,0.057534247,0,0,1,0.0,0,523.0,1,2.0,91174,0,53.0
2015,1.0,0,0,0,1.0,1,2275.0,1,,91174,1,55.0
2015,0.808219178,0,0,0,1.0,1,434.0,1,,91174,1,55.0
2015,1.0,0,0,0,1.0,1,360.0,1,,91174,0,35.0
2014,1.0,0,0,0,1.0,1,770.0,1,,91174,1,54.0
2013,0.964383562,0,0,0,1.0,1,210.0,1,,91174,0,53.0
2012,1.0,0,0,0,1.0,1,210.0,1,,91174,0,52.0
2016,0.890710383,0,0,1,0.0,0,940.0,1,3.0,91182,0,1.0
2012,1.0,1,0,1,0.0,0,1309.0,1,4.0,91201,1,1.0
2015,1.0,1,0,1,0.0,0,1309.0,1,4.0,91201,0,4.0
2013,0.0,1,1,0,1.0,1,7550.0,1,,91215,0,33.0
2012,0.759562842,0,0,1,0.0,0,380.0,1,4.0,91223,0,112.0
2012,1.0,0,0,0,1.0,1,250.0,1,,91223,0,32.0
2016,0.0,0,0,0,1.0,1,754.0,1,,91223,0,
2012,0.0,0,0,0,1.0,1,600.0,1,,91223,0,
2014,0.161643836,0,0,1,0.0,0,360.0,1,3.0,91223,0,64.0
2014,1.0,0,0,0,1.0,1,4354.0,1,,91228,0,26.0
2015,1.0,0,0,0,1.0,1,2518.0,1,,91228,0,27.0
2014,1.0,1,0,1,0.0,0,2785.0,1,6.0,91249,0,9.0
2015,0.997260274,1,0,1,0.0,0,2785.0,1,6.0,91249,0,10.0
2013,0.0,0,1,0,1.0,1,10.0,1,,91272,0,
2015,1.0,0,0,1,0.0,0,14906.0,1,6.0,91286,0,35.0
2015,1.0,1,0,0,1.0,1,550.0,1,,91292,0,
2013,1.0,0,1,0,1.0,1,260.0,1,,91326,0,33.0
2012,1.0,1,1,0,1.0,1,600.0,1,,91326,1,52.0
2015,1.0,1,1,0,1.0,1,600.0,1,,91326,0,55.0
2012,1.0,1,1,0,1.0,1,560.0,1,,91345,1,
2012,0.540983607,1,0,0,1.0,1,960.0,1,,91345,0,
2013,1.0,1,0,1,0.0,0,195.0,1,3.0,91376,0,63.0
2012,1.0,0,1,0,1.0,1,280.0,1,,91377,0,52.0
2014,1.0,1,0,1,0.0,0,12474.0,1,6.0,91377,1,44.0
2014,1.0,1,0,1,0.0,0,1764.0,1,4.0,91377,0,44.0
2012,1.0,1,1,0,1.0,1,1548.0,1,,91386,0,24.0
2013,0.832876712,1,1,0,1.0,1,3000.0,1,,91386,0,25.0
2012,1.0,0,0,1,0.0,0,250.0,1,1.0,91390,0,112.0
2016,1.0,1,0,1,0.0,0,1250.0,1,6.0,91421,0,66.0
2013,1.0,1,0,1,0.0,0,3362.0,1,4.0,91432,0,13.0
2015,0.517808219,1,0,1,0.0,0,3362.0,1,4.0,91432,0,15.0
2014,0.747945205,1,0,1,0.0,0,11007.0,1,8.0,91432,0,44.0
2013,1.0,0,0,1,0.0,0,460.0,1,3.0,91432,0,39.0
2013,0.608219178,0,0,1,0.0,0,123.0,1,1.0,91469,0,113.0
2012,1.0,1,0,1,0.0,0,390.0,1,3.0,91477,0,112.0
2013,0.682191781,1,0,1,0.0,0,390.0,1,3.0,91477,0,113.0
2014,1.0,0,0,1,0.0,0,700.0,1,3.0,91511,0,154.0
2013,1.0,0,0,0,1.0,1,380.0,1,,91521,0,33.0
2012,1.0,1,1,0,1.0,1,180.0,1,,91573,0,52.0
2013,1.0,1,1,0,1.0,1,180.0,1,,91573,1,53.0
2015,1.0,1,1,0,1.0,1,180.0,1,,91573,0,55.0
2013,0.495890411,0,0,1,0.0,0,380.0,1,3.0,91577,0,113.0
2016,0.0,0,0,0,1.0,1,2000.0,1,,91589,1,
2012,1.0,1,0,1,0.0,0,915.0,1,4.0,91649,0,3.0
2012,0.74863388,0,0,1,0.0,0,300.0,1,2.0,91657,0,52.0
2016,0.99726776,0,0,1,0.0,0,1100.0,1,2.0,91657,0,6.0
2012,1.0,0,1,0,1.0,1,205.0,1,,91657,0,32.0
2012,1.0,1,0,1,0.0,0,820.0,1,3.0,91679,0,132.0
2016,0.99726776,0,0,0,1.0,1,4500.0,1,,91687,0,56.0
2014,1.0,0,0,1,0.0,0,1350.0,1,3.0,91691,0,264.0
2013,0.246575342,1,0,1,0.0,0,1034.0,1,2.0,91692,0,43.0
2012,1.0,1,0,1,0.0,0,100.0,1,1.0,91692,0,16.0
2015,1.0,1,0,1,0.0,0,6010.0,3,9.0,92002,0,40.0
2015,1.0,1,1,0,1.0,1,1200.0,3,,92002,0,27.0
2013,1.0,0,0,1,0.0,0,535.0,3,4.0,92002,1,43.0
2014,1.0,1,0,1,0.0,0,3750.0,3,3.0,92002,1,5.0
2012,1.0,1,0,1,0.0,0,6300.0,3,4.0,92002,1,22.0
2015,1.0,0,1,0,1.0,1,800.0,3,,92004,0,55.0
2013,1.0,0,1,0,1.0,1,700.0,3,,92004,1,53.0
2016,1.0,0,1,0,1.0,1,700.0,3,,92004,0,56.0
2013,0.246575342,0,1,0,1.0,1,532.0,3,,92004,0,
2012,1.0,0,1,0,1.0,1,1460.0,3,,92004,1,
2012,1.0,0,1,0,1.0,1,1100.0,3,,92004,1,52.0
2012,1.0,0,1,0,1.0,1,1210.0,3,,92004,0,52.0
2014,1.0,0,1,0,1.0,1,1267.0,3,,92004,0,54.0
2013,1.0,1,0,1,0.0,0,400.0,3,3.0,92004,0,59.0
2014,0.665753425,0,1,0,1.0,1,562.0,3,,92004,1,54.0
2014,1.0,1,0,1,0.0,0,484.0,3,4.0,92004,0,114.0
2012,1.0,0,0,1,0.0,0,416.0,3,3.0,92004,0,82.0
2012,1.0,0,0,1,0.0,0,790.0,3,7.0,92004,0,53.0
2015,1.0,0,0,1,0.0,0,790.0,3,7.0,92004,0,56.0
2013,1.0,1,0,1,0.0,0,3700.0,3,5.0,92004,1,8.0
2014,1.0,1,0,1,0.0,0,3700.0,3,5.0,92004,1,9.0
2012,0.666666667,1,0,1,0.0,0,600.0,3,5.0,92004,0,112.0
2013,1.0,0,0,1,0.0,0,960.0,3,1.0,92004,0,23.0
2014,0.747945205,1,0,1,0.0,0,6280.0,3,9.0,92004,1,54.0
2014,0.104109589,0,0,1,0.0,0,500.0,3,3.0,92004,0,85.0
2012,1.0,0,0,0,1.0,1,2110.0,3,,92004,0,
2016,0.99726776,1,0,0,1.0,1,3950.0,3,,92004,1,
2012,1.0,0,0,0,1.0,1,3100.0,3,,92004,1,52.0
2015,1.0,0,0,0,1.0,1,3100.0,3,,92004,1,55.0
2013,1.0,0,0,0,1.0,1,1116.0,3,,92004,0,33.0
2015,1.0,0,0,0,1.0,1,1116.0,3,,92004,1,35.0
2012,1.0,0,0,0,1.0,1,636.0,3,,92004,0,52.0
2013,1.0,0,0,0,1.0,1,735.0,3,,92004,0,53.0
2014,1.0,0,0,0,1.0,1,1300.0,3,,92004,1,54.0
2015,1.0,0,0,0,1.0,1,1300.0,3,,92004,0,55.0
2016,0.99726776,0,0,0,1.0,1,550.0,3,,92004,0,56.0
2016,0.99726776,0,0,0,1.0,1,1265.0,3,,92004,0,56.0
2012,1.0,0,0,0,1.0,1,916.0,3,,92004,1,52.0
2015,1.0,0,0,0,1.0,1,916.0,3,,92004,0,55.0
2012,1.0,0,0,0,1.0,1,612.0,3,,92004,0,52.0
2014,1.0,0,0,0,1.0,1,612.0,3,,92004,0,54.0
2013,1.0,0,0,0,1.0,1,1698.0,3,,92004,1,53.0
2013,1.0,0,0,0,1.0,1,1418.0,3,,92004,0,53.0
